TEXT,LABEL1,LABEL2
Welche Hygienevorschriften sind bei körpernahen Dienstleistungen zu beachten?,Arbeit,
Dürfen Sonnenstudios öffnen?,Arbeit,
Ist die Fußpflege weiterhin erlaubt?,Arbeit,
Dürfen Taxis weiterhin fahren?,Arbeit,
Welche Hygienevorschriften sind bei Bildungsangeboten einzuhalten?,Schule,
Wie und wo darf Sport gemacht werden?,Sport,
Was fällt unter Individualsport?,Sport,
Was fällt unter kontaktfreie Sportarten?,Sport,
Dürfen schulische Sportangebote stattfinden?,Sport,
Wer ist für die korrekte Nutzung der Sporteinrichtungen zuständig?,Sport,
Dürfen Sportveranstaltungen stattfinden?,Sport,
Welche Hygienemaßnahmen müssen bei Sportveranstaltungen sichergestellt sein?,Sport,
Dürfen Fitnessstudios und ähnliche Einrichtungen betrieben werden?,Sport,
Ist Rehabilitationssport erlaubt?,Sport,
Welche Kultur- und Freizeiteinrichtungen sind geöffnet?,Kultur,
Welche Hygienevorschriften sind bei dem Betrieb von Kultur- und Freizeiteinrichtungen zu beachten?,Kultur,
"Sind Theater-, Konzert-, Kinoveranstaltungen etc. möglich?",Kultur,
Wann handelt es sich um eine Veranstaltung in einer Freizeiteinrichtung?,Kultur,
"Brauche
 ich in einer Freizeiteinrichtung (z. B. Spielhalle, Indoorspielplatz 
und ähnliche Einrichtungen) mit einem gastronomischen Angebot, einen 
Immunisierten- bzw. Negativtestnachweis?",Kultur,
Darf ich in einen Club oder eine Diskothek?,Kultur,
Ist der Probenbetrieb für Musiker zulässig?,Kultur,
Was sind Spezialmärkte?,Kultur,
Dürfen Wettannahmestellen öffnen?,Kultur,
Darf ich mit meinem Kind auf einen Spielplatz?,Kultur,Kinder
Darf ich umziehen und wie läuft das mit einem Umzugsunternehmen?,Kultur,
Darf man weiterhin als Fahrgemeinschaft z. B. zur Arbeit fahren?,Kultur,Arbeit
Braucht man im privaten Raum ein Hygienekonzept?,Kultur,
Sind touristische Busreisen erlaubt?,Reisen,
Hat die Gleichstellung von Geimpften und Genesenen mit negativ Getesteten Auswirkungen für das Reisen?,Reisen,
"Was ist bei Beherbergungsbetriebe (Hotels, Jugendherbergen etc.) zu beachten?",Reisen,
Was ist eine Veranstaltung?,Veranstaltungen,
"Unter
 welchen Voraussetzungen dürfen Veranstaltungen (Kultur-, Sport, Fest-, 
Bildungs- und Großveranstaltungen und ähnliche Veranstaltungen) und 
Versammlungen stattfinden?",Veranstaltungen,Kultur
Dürfen Sportfeste oder -veranstaltungen stattfinden?,Veranstaltungen,Sport
Welche Hygienemaßnahmen müssen bei Sportveranstaltungen sichergestellt sein?,Veranstaltungen,Sport
"Dürfen Großveranstaltungen (wie Sportveranstaltungen, Konzerte, Musikfestivals und ähnliche Veranstaltungen) stattfinden?",Veranstaltungen,Kultur
Müssen Veranstaltungen angemeldet werden?,Veranstaltungen,
Welche Regeln gelten für standesamtliche Trauungen?,Veranstaltungen,Kultur
Mit wie vielen Personen darf ich in einer Gaststätte feiern?,Veranstaltungen,Gastro
Darf ich meinen Geburtstag und meine Hochzeit feiern?,Veranstaltungen,Privat
"Was ist der Unterschied zwischen einer privaten Feier mit Tanz und einer privaten Feier ohne Tanz?",Veranstaltungen,Privat
Welche Regeln gelten für Beerdigungen?,Veranstaltungen,Privat
Wie viele Personen dürfen sich vor dem Standesamt nach einer Trauung versammeln?,Veranstaltungen,Privat
Kann ich mit meinen Freunden ein Krimidinner abhalten?,Privat,
Darf ich mit meinen Freunden in $SuL auf ein Krimidinner treffen?,Privat,
Darf ich in $SuL mit meinen Freunden essen gehen?,Privat,Gastro
"Ich habe meine Freunde zum Fondue eingeladen, darf ich das in $SuL?",Privat,
Darf ich meine Freunde in $SuL auf einen Cocktailabend einladen?,Privat,
Darf ich meine Freunde in $SuL zum Grillen einladen?,Privat,
Darf ich meine Freunde in $SuL zum Barbecue einladen?,Privat,
